"scrape_date", "scrape_time", "name", "capacity", "count", "time"
"2022-09-09", "10:15:43", "Foundry", "120", "26", "Last updated: 8 mins ago (11:07 AM)"
"2022-09-09", "10:15:43", "KendalWall", "120", "32", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "LancasterWall", "150", "0", "Last updated: 15 mins ago (11:00 AM)"
"2022-09-09", "10:15:43", "PrestonWall", "100", "0", "Last updated: 2 mins ago (11:14 AM)"
"2022-09-09", "10:15:43", "The Church", "150", "0", "Last updated: 4 mins ago (11:12 AM)"
"2022-09-09", "10:15:43", "The Mothership", "400", "32", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "The Newsroom", "225", "19", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "The Prop Store", "180", "19", "Last updated: 3 mins ago (11:12 AM)"
"2022-09-09", "10:15:43", "High Sports Brighton", "85", "6", "Last updated: 4 mins ago (11:11 AM)"
"2022-09-09", "10:15:43", "Awesome Walls Liverpool", "69", "8", "Last updated: 4 mins ago (11:11 AM)"
"2022-09-09", "10:15:43", "Awesome Walls Sheffield", "179", "26", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "Awesome Walls Stockport", "95", "22", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "Awesome Walls Stoke", "100", "6", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "Blue Spider UK", "50", "0", "now (11:15 AM)"
"2022-09-09", "10:15:43", "Yellow Spider UK", "50", "0", "3 mins ago (11:12 AM)"
"2022-09-09", "10:15:43", "Big Rock Bond", "200", "13", "Last updated: 5 mins ago (11:10 AM)"
"2022-09-09", "10:15:43", "Big Rock Hub", "200", "0", "Last updated: 5 mins ago (11:10 AM)"
"2022-09-09", "10:15:43", "Yonder", "120", "16", "Last updated: 5 mins ago (11:10 AM)"
"2022-09-09", "10:15:43", "Beacon", "190", "20", "Last updated: now (11:14 AM)"
"2022-09-09", "10:15:43", "Roc-Bloc", "150", "13", "Last updated: 6 mins ago (11:10 AM)"
"2022-09-09", "10:15:43", "Boulder Hut", "0", "0", ""
"2022-09-09", "10:15:43", "The Climbing Experience", "150", "6", "Last updated: now (4:15 AM)"
"2022-09-09", "10:15:43", "Pinnacle Northampton", "50", "11", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "10:15:43", "Liverpool Matchworks", "200", "20", "Last updated: now (11:15 AM)"
"2022-09-09", "10:15:43", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "10:15:43", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "10:15:43", "The Climbing Hangar Exeter", "200", "19", "Last updated: 4 mins ago (11:11 AM)"
"2022-09-09", "10:15:43", "The Hangar Liverpool", "275", "34", "Last updated: 1 min ago (11:14 AM)"
"2022-09-09", "10:15:43", "Redpoint Worcester", "250", "4", "Last updated: 6 mins ago (10:10 AM)"
"2022-09-09", "10:15:43", "Volume1", "150", "53", "Last updated: 3 mins ago (11:12 AM)"
"2022-09-09", "10:15:43", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-09", "10:15:43", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-09", "11:15:38", "Oakwood", "0", "0", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "BethWall Green", "150", "13", "Last updated: 5 mins ago (12:10 PM)"
"2022-09-09", "11:15:38", "CanaryWall", "100", "8", "Last updated: 6 mins ago (12:09 PM)"
"2022-09-09", "11:15:38", "CroyWall", "140", "3", "Last updated: 6 mins ago (12:09 PM)"
"2022-09-09", "11:15:38", "HarroWall", "500", "19", "Last updated: 4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "RavensWall", "150", "14", "Last updated: 4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "VauxWall East", "140", "13", "Last updated: 2 mins ago (12:13 PM)"
"2022-09-09", "11:15:38", "VauxWall West", "150", "16", "Last updated: 1 min ago (12:14 PM)"
"2022-09-09", "11:15:38", "Foundry", "120", "31", "Last updated: 2 mins ago (12:13 PM)"
"2022-09-09", "11:15:38", "KendalWall", "120", "48", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "LancasterWall", "150", "3", "Last updated: 3 mins ago (12:12 PM)"
"2022-09-09", "11:15:38", "PrestonWall", "100", "4", "Last updated: 2 mins ago (12:13 PM)"
"2022-09-09", "11:15:38", "The Church", "150", "9", "Last updated: 4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "The Mothership", "400", "45", "Last updated: 3 mins ago (12:12 PM)"
"2022-09-09", "11:15:38", "The Newsroom", "225", "23", "Last updated: 3 mins ago (12:12 PM)"
"2022-09-09", "11:15:38", "The Prop Store", "180", "25", "Last updated: 1 min ago (12:14 PM)"
"2022-09-09", "11:15:38", "High Sports Brighton", "85", "16", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "Awesome Walls Liverpool", "69", "13", "Last updated: 1 min ago (12:14 PM)"
"2022-09-09", "11:15:38", "Awesome Walls Sheffield", "179", "33", "Last updated: 5 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "Awesome Walls Stockport", "95", "24", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "Awesome Walls Stoke", "100", "10", "Last updated: 1 min ago (12:14 PM)"
"2022-09-09", "11:15:38", "Blue Spider UK", "50", "0", "4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "Yellow Spider UK", "50", "0", "4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "Big Rock Bond", "200", "28", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "Big Rock Hub", "200", "0", "Last updated: 5 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "Yonder", "120", "16", "Last updated: now (12:14 PM)"
"2022-09-09", "11:15:38", "Beacon", "190", "32", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "Roc-Bloc", "150", "16", "Last updated: 3 mins ago (12:12 PM)"
"2022-09-09", "11:15:38", "Boulder Hut", "0", "0", ""
"2022-09-09", "11:15:38", "The Climbing Experience", "150", "7", "Last updated: 1 min ago (5:14 AM)"
"2022-09-09", "11:15:38", "Pinnacle Northampton", "50", "13", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "11:15:38", "Liverpool Matchworks", "200", "20", "Last updated: now (12:14 PM)"
"2022-09-09", "11:15:38", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "11:15:38", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "11:15:38", "The Climbing Hangar Exeter", "200", "28", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "The Hangar Liverpool", "275", "35", "Last updated: now (12:15 PM)"
"2022-09-09", "11:15:38", "Redpoint Worcester", "250", "9", "Last updated: now (11:15 AM)"
"2022-09-09", "11:15:38", "Volume1", "150", "21", "Last updated: 4 mins ago (12:11 PM)"
"2022-09-09", "11:15:38", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-09", "11:15:38", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-09", "12:15:45", "Oakwood", "0", "0", "Last updated: 1 min ago (1:14 PM)"
"2022-09-09", "12:15:45", "BethWall Green", "150", "12", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "CanaryWall", "100", "6", "Last updated: 7 mins ago (1:08 PM)"
"2022-09-09", "12:15:45", "CroyWall", "140", "9", "Last updated: 7 mins ago (1:08 PM)"
"2022-09-09", "12:15:45", "HarroWall", "500", "12", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "RavensWall", "150", "17", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "VauxWall East", "140", "12", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "VauxWall West", "150", "29", "Last updated: now (1:14 PM)"
"2022-09-09", "12:15:45", "Foundry", "120", "39", "Last updated: 1 min ago (1:14 PM)"
"2022-09-09", "12:15:45", "KendalWall", "120", "36", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "LancasterWall", "150", "15", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "PrestonWall", "100", "5", "Last updated: 3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "The Church", "150", "17", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "The Mothership", "400", "44", "Last updated: 2 mins ago (1:13 PM)"
"2022-09-09", "12:15:45", "The Newsroom", "225", "35", "Last updated: 3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "The Prop Store", "180", "25", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "High Sports Brighton", "85", "18", "Last updated: 4 mins ago (1:11 PM)"
"2022-09-09", "12:15:45", "Awesome Walls Liverpool", "69", "9", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "Awesome Walls Sheffield", "179", "25", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "Awesome Walls Stockport", "95", "25", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "Awesome Walls Stoke", "100", "11", "Last updated: 5 mins ago (1:10 PM)"
"2022-09-09", "12:15:45", "Blue Spider UK", "50", "0", "3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "Yellow Spider UK", "50", "0", "3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "Big Rock Bond", "200", "49", "Last updated: 3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "Big Rock Hub", "200", "0", "Last updated: 3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "Yonder", "120", "22", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "Beacon", "190", "30", "Last updated: 3 mins ago (1:12 PM)"
"2022-09-09", "12:15:45", "Roc-Bloc", "150", "10", "Last updated: 4 mins ago (1:11 PM)"
"2022-09-09", "12:15:45", "Boulder Hut", "0", "0", ""
"2022-09-09", "12:15:45", "The Climbing Experience", "150", "11", "Last updated: now (6:15 AM)"
"2022-09-09", "12:15:45", "Pinnacle Northampton", "50", "12", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "12:15:45", "Liverpool Matchworks", "200", "31", "Last updated: now (1:15 PM)"
"2022-09-09", "12:15:45", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "12:15:45", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "12:15:45", "The Climbing Hangar Exeter", "200", "37", "Last updated: 2 mins ago (1:13 PM)"
"2022-09-09", "12:15:45", "The Hangar Liverpool", "275", "47", "Last updated: 1 min ago (1:14 PM)"
"2022-09-09", "12:15:45", "Redpoint Worcester", "250", "19", "Last updated: 3 mins ago (12:12 PM)"
"2022-09-09", "12:15:45", "Volume1", "150", "51", "Last updated: 4 mins ago (1:11 PM)"
"2022-09-09", "12:15:45", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-09", "12:15:45", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-09", "13:15:47", "Oakwood", "0", "0", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "BethWall Green", "150", "6", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "CanaryWall", "100", "9", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "CroyWall", "140", "17", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "HarroWall", "500", "13", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "RavensWall", "150", "20", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "VauxWall East", "140", "11", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "VauxWall West", "150", "29", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Foundry", "120", "31", "Last updated: 2 mins ago (2:13 PM)"
"2022-09-09", "13:15:47", "KendalWall", "120", "27", "Last updated: 2 mins ago (2:14 PM)"
"2022-09-09", "13:15:47", "LancasterWall", "150", "24", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "PrestonWall", "100", "9", "Last updated: 1 min ago (2:14 PM)"
"2022-09-09", "13:15:47", "The Church", "150", "23", "Last updated: 2 mins ago (2:14 PM)"
"2022-09-09", "13:15:47", "The Mothership", "400", "53", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "The Newsroom", "225", "35", "Last updated: 2 mins ago (2:14 PM)"
"2022-09-09", "13:15:47", "The Prop Store", "180", "29", "Last updated: 2 mins ago (2:14 PM)"
"2022-09-09", "13:15:47", "High Sports Brighton", "85", "21", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Awesome Walls Liverpool", "69", "12", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Awesome Walls Sheffield", "179", "19", "Last updated: 3 mins ago (2:13 PM)"
"2022-09-09", "13:15:47", "Awesome Walls Stockport", "95", "12", "Last updated: 4 mins ago (2:12 PM)"
"2022-09-09", "13:15:47", "Awesome Walls Stoke", "100", "13", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Blue Spider UK", "50", "0", "6 mins ago (2:10 PM)"
"2022-09-09", "13:15:47", "Yellow Spider UK", "50", "0", "4 mins ago (2:12 PM)"
"2022-09-09", "13:15:47", "Big Rock Bond", "200", "57", "Last updated: 1 min ago (2:14 PM)"
"2022-09-09", "13:15:47", "Big Rock Hub", "200", "0", "Last updated: 1 min ago (2:14 PM)"
"2022-09-09", "13:15:47", "Yonder", "120", "16", "Last updated: 6 mins ago (2:10 PM)"
"2022-09-09", "13:15:47", "Beacon", "190", "33", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Roc-Bloc", "150", "16", "Last updated: 6 mins ago (2:10 PM)"
"2022-09-09", "13:15:47", "Boulder Hut", "0", "0", ""
"2022-09-09", "13:15:47", "The Climbing Experience", "150", "20", "Last updated: 5 mins ago (7:11 AM)"
"2022-09-09", "13:15:47", "Pinnacle Northampton", "50", "15", "Last updated: 6 mins ago (2:09 PM)"
"2022-09-09", "13:15:47", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "13:15:47", "Liverpool Matchworks", "200", "41", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "13:15:47", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "13:15:47", "The Climbing Hangar Exeter", "200", "42", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "The Hangar Liverpool", "275", "57", "Last updated: now (2:15 PM)"
"2022-09-09", "13:15:47", "Redpoint Worcester", "250", "19", "Last updated: 5 mins ago (1:10 PM)"
"2022-09-09", "13:15:47", "Volume1", "150", "60", "Last updated: 2 mins ago (2:13 PM)"
"2022-09-09", "13:15:47", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-09", "13:15:47", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-09", "14:15:49", "Oakwood", "0", "0", "Last updated: now (3:14 PM)"
"2022-09-09", "14:15:49", "BethWall Green", "150", "5", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "CanaryWall", "100", "5", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "CroyWall", "140", "16", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "HarroWall", "500", "16", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "RavensWall", "150", "24", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "VauxWall East", "140", "16", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "VauxWall West", "150", "36", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "Foundry", "120", "18", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "KendalWall", "120", "28", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "LancasterWall", "150", "16", "Last updated: 1 min ago (3:14 PM)"
"2022-09-09", "14:15:49", "PrestonWall", "100", "12", "Last updated: now (3:14 PM)"
"2022-09-09", "14:15:49", "The Church", "150", "21", "Last updated: 4 mins ago (3:12 PM)"
"2022-09-09", "14:15:49", "The Mothership", "400", "67", "Last updated: 3 mins ago (3:13 PM)"
"2022-09-09", "14:15:49", "The Newsroom", "225", "46", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "The Prop Store", "180", "32", "Last updated: 2 mins ago (3:14 PM)"
"2022-09-09", "14:15:49", "High Sports Brighton", "85", "25", "Last updated: 3 mins ago (3:12 PM)"
"2022-09-09", "14:15:49", "Awesome Walls Liverpool", "69", "8", "Last updated: 4 mins ago (3:11 PM)"
"2022-09-09", "14:15:49", "Awesome Walls Sheffield", "179", "5", "Last updated: 4 mins ago (3:11 PM)"
"2022-09-09", "14:15:49", "Awesome Walls Stockport", "95", "18", "Last updated: 2 mins ago (3:13 PM)"
"2022-09-09", "14:15:49", "Awesome Walls Stoke", "100", "9", "Last updated: 6 mins ago (3:09 PM)"
"2022-09-09", "14:15:49", "Blue Spider UK", "50", "0", "now (3:15 PM)"
"2022-09-09", "14:15:49", "Yellow Spider UK", "50", "0", "now (3:15 PM)"
"2022-09-09", "14:15:49", "Big Rock Bond", "200", "57", "Last updated: 6 mins ago (3:09 PM)"
"2022-09-09", "14:15:49", "Big Rock Hub", "200", "5", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "Yonder", "120", "6", "Last updated: 2 mins ago (3:13 PM)"
"2022-09-09", "14:15:49", "Beacon", "190", "32", "Last updated: 7 mins ago (3:08 PM)"
"2022-09-09", "14:15:49", "Roc-Bloc", "150", "11", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "Boulder Hut", "0", "0", ""
"2022-09-09", "14:15:49", "The Climbing Experience", "150", "26", "Last updated: now (8:15 AM)"
"2022-09-09", "14:15:49", "Pinnacle Northampton", "50", "7", "Last updated: 2 mins ago (3:13 PM)"
"2022-09-09", "14:15:49", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "14:15:49", "Liverpool Matchworks", "200", "38", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "14:15:49", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "14:15:49", "The Climbing Hangar Exeter", "200", "51", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "The Hangar Liverpool", "275", "45", "Last updated: now (3:15 PM)"
"2022-09-09", "14:15:49", "Redpoint Worcester", "250", "23", "Last updated: now (2:15 PM)"
"2022-09-09", "14:15:49", "Volume1", "150", "33", "Last updated: 1 min ago (3:14 PM)"
"2022-09-09", "14:15:49", "Eden Rock Edinburgh", "0", "0", "NA"
"2022-09-09", "14:15:49", "Eden Rock Carlisle", "0", "0", "NA"
"2022-09-09", "15:15:35", "Oakwood", "0", "0", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "BethWall Green", "150", "8", "Last updated: 1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "CanaryWall", "100", "10", "Last updated: 2 mins ago (4:13 PM)"
"2022-09-09", "15:15:35", "CroyWall", "140", "21", "Last updated: 1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "HarroWall", "500", "19", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "RavensWall", "150", "32", "Last updated: 1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "VauxWall East", "140", "17", "Last updated: now (4:14 PM)"
"2022-09-09", "15:15:35", "VauxWall West", "150", "37", "Last updated: now (4:14 PM)"
"2022-09-09", "15:15:35", "Foundry", "120", "19", "Last updated: 2 mins ago (4:13 PM)"
"2022-09-09", "15:15:35", "KendalWall", "120", "28", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "LancasterWall", "150", "10", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "PrestonWall", "100", "19", "Last updated: 2 mins ago (4:13 PM)"
"2022-09-09", "15:15:35", "The Church", "150", "16", "Last updated: 5 mins ago (4:11 PM)"
"2022-09-09", "15:15:35", "The Mothership", "400", "84", "Last updated: 4 mins ago (4:11 PM)"
"2022-09-09", "15:15:35", "The Newsroom", "225", "49", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "The Prop Store", "180", "56", "Last updated: 2 mins ago (4:13 PM)"
"2022-09-09", "15:15:35", "High Sports Brighton", "85", "29", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "Awesome Walls Liverpool", "69", "9", "Last updated: 8 mins ago (4:07 PM)"
"2022-09-09", "15:15:35", "Awesome Walls Sheffield", "179", "12", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "Awesome Walls Stockport", "95", "25", "Last updated: 2 mins ago (4:14 PM)"
"2022-09-09", "15:15:35", "Awesome Walls Stoke", "100", "8", "Last updated: 1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "Blue Spider UK", "50", "7", "1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "Yellow Spider UK", "50", "4", "1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "Big Rock Bond", "200", "49", "Last updated: 3 mins ago (4:12 PM)"
"2022-09-09", "15:15:35", "Big Rock Hub", "200", "11", "Last updated: 4 mins ago (4:12 PM)"
"2022-09-09", "15:15:35", "Yonder", "120", "7", "Last updated: 5 mins ago (4:10 PM)"
"2022-09-09", "15:15:35", "Beacon", "190", "41", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "Roc-Bloc", "150", "17", "Last updated: 2 mins ago (4:14 PM)"
"2022-09-09", "15:15:35", "Boulder Hut", "0", "0", ""
"2022-09-09", "15:15:35", "The Climbing Experience", "150", "39", "Last updated: now (9:14 AM)"
"2022-09-09", "15:15:35", "Pinnacle Northampton", "50", "8", "Last updated: 1 min ago (4:14 PM)"
"2022-09-09", "15:15:35", "The Climbing Lab", "120", "0", "Last updated: Feb 16, 2022"
"2022-09-09", "15:15:35", "Liverpool Matchworks", "200", "42", "Last updated: now (4:14 PM)"
"2022-09-09", "15:15:35", "The Hangar London", "60", "0", "Last updated: Jul 2, 2022"
"2022-09-09", "15:15:35", "The Hangar Plymouth", "0", "0", ""
"2022-09-09", "15:15:35", "The Climbing Hangar Exeter", "200", "51", "Last updated: now (4:14 PM)"
"2022-09-09", "15:15:35", "The Hangar Liverpool", "275", "40", "Last updated: now (4:15 PM)"
"2022-09-09", "15:15:35", "Redpoint Worcester", "250", "32", "Last updated: 2 mins ago (3:14 PM)"
"2022-09-09", "15:15:35", "Volume1", "150", "40", "Last updated: 3 mins ago (4:12 PM)"
